2026-03-13 20:47:33 | INFO     | trading_bot | Initialising Binance Futures Testnet client
2026-03-13 20:47:35 | INFO     | trading_bot | Placing order — request params: {'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'quantity': 0.001}
2026-03-13 20:47:36 | ERROR    | trading_bot | Binance API error [code=400]: Order's notional must be no smaller than 100 (unless you choose reduce only).
2026-03-13 20:48:18 | INFO     | trading_bot | Initialising Binance Futures Testnet client
2026-03-13 20:48:19 | INFO     | trading_bot | Placing order — request params: {'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'quantity': 0.002}
2026-03-13 20:48:20 | INFO     | trading_bot | Order placed successfully — response: {'orderId': 12790227112, 'symbol': 'BTCUSDT', 'status': 'NEW', 'clientOrderId': 'x-Cb7ytekJ8f10b21ccb159552159e15', 'price': '0.00', 'avgPrice': '0.00', 'origQty': '0.002', 'executedQty': '0.000', 'cumQty': '0.000', 'cumQuote': '0.00000', 'timeInForce': 'GTC', 'type': 'MARKET', 'reduceOnly': False, 'closePosition': False, 'side': 'BUY', 'positionSide': 'BOTH', 'stopPrice': '0.00', 'workingType': 'CONTRACT_PRICE', 'priceProtect': False, 'origType': 'MARKET', 'priceMatch': 'NONE', 'selfTradePreventionMode': 'EXPIRE_MAKER', 'goodTillDate': 0, 'updateTime': 1773415099959}
2026-03-13 20:50:43 | INFO     | trading_bot | Initialising Binance Futures Testnet client
2026-03-13 20:50:44 | INFO     | trading_bot | Placing order — request params: {'symbol': 'BTCUSDT', 'side': 'SELL', 'type': 'LIMIT', 'quantity': 0.002, 'price': 83000.0, 'timeInForce': 'GTC'}
2026-03-13 20:50:45 | INFO     | trading_bot | Order placed successfully — response: {'orderId': 12790262745, 'symbol': 'BTCUSDT', 'status': 'NEW', 'clientOrderId': 'x-Cb7ytekJ64018980982595b19b295e', 'price': '83000.00', 'avgPrice': '0.00', 'origQty': '0.002', 'executedQty': '0.000', 'cumQty': '0.000', 'cumQuote': '0.00000', 'timeInForce': 'GTC', 'type': 'LIMIT', 'reduceOnly': False, 'closePosition': False, 'side': 'SELL', 'positionSide': 'BOTH', 'stopPrice': '0.00', 'workingType': 'CONTRACT_PRICE', 'priceProtect': False, 'origType': 'LIMIT', 'priceMatch': 'NONE', 'selfTradePreventionMode': 'EXPIRE_MAKER', 'goodTillDate': 0, 'updateTime': 1773415245131}
